AgencyName,RdwyNumber,Street,StreetDir,RoadwayName,StreetSfx,OWNER,ROAD_CLASSIFICATION,COUNCIL_DISTRICT,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,DAY_OF_WEEK,CollisionDate,CollisionTime,HOUR_OF_DAY,UnitsInvolved,MotorVehiclesInvolved,MODE,AGE,GENDER,INJURY,FATALITY,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,IsSecondaryCollision
LOUISVILLE METRO POLICE DEPT,KY0155,,,TAYLORSVILLE,RD,STATE,MAJOR ARTERIAL,0,KY1932,BRECKENRIDGE,,,,,SUNDAY,2016/02/07 08:58:00+00,358,3AM,2,2,MOTOR VEHICLE,53,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1932,,,BRECKENRIDGE,LN,STATE,MINOR ARTERIAL,0,US0031E,BARDSTOWN,,,,,SUNDAY,2016/02/07 13:25:00+00,825,8AM,2,2,MOTOR VEHICLE,10,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1932,,,BRECKENRIDGE,LN,STATE,MINOR ARTERIAL,0,US0031E,BARDSTOWN,,,,,SUNDAY,2016/02/07 13:25:00+00,825,8AM,1,1,MOTOR VEHICLE,31,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1932,,,BRECKENRIDGE,LN,STATE,MINOR ARTERIAL,0,US0031E,BARDSTOWN,,,,,SUNDAY,2016/02/07 13:25:00+00,825,8AM,2,2,MOTOR VEHICLE,23,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0060A,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,,,,,,,SUNDAY,2016/02/08 04:49:00+00,2349,11PM,2,2,MOTOR VEHICLE,22,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,S,13TH,ST,METRO,LOCAL,0,,,,HILL,,BRASHEAR,MONDAY,2016/02/08 12:18:00+00,718,7AM,2,1,PEDESTRIAN,13,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,CHAMBERLAIN,LN,METRO,PRIMARY COLLECTOR,0,,,I 0265,I265 S EXIT33 OFF RAMP TO CHAMBERLAIN LN,,WINCHESTER ACRES,MONDAY,2016/02/08 19:00:00+00,1400,2PM,2,2,MOTOR VEHICLE,55,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,0,,,,,,,TUESDAY,2016/04/19 09:28:00+00,528,5AM,1,1,MOTOR VEHICLE,33,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY3064,,,PORTLAND,AVE,STATE,MINOR ARTERIAL,0,,26TH,,,,,MONDAY,2016/02/09 01:05:00+00,2005,8PM,2,1,PEDESTRIAN,64,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,FENWICK,DR,METRO,LOCAL,0,,,,WOODROW,,WYNDE MANOR,TUESDAY,2016/02/09 11:32:00+00,632,6AM,2,2,MOTOR VEHICLE,48,FEMALE,TRUE,FALSE,SNOWING,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING RIGHT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,UPPER HUNTERS,TRCE,METRO,PRIMARY COLLECTOR,0,,,,,,,TUESDAY,2016/02/09 19:04:00+00,1404,2PM,2,1,PEDESTRIAN,17,FEMALE,TRUE,FALSE,SNOWING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,WINGFIELD,,,,,TUESDAY,2016/02/09 23:41:00+00,1841,6PM,2,2,MOTOR VEHICLE,50,FEMALE,TRUE,FALSE,SNOWING,ICE,FALSE,HEAD-ON COLLISION,HEAD ON,CURVE & HILLCREST,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,DUNCAN,ST,METRO,LOCAL,0,,43RD,,,,,TUESDAY,2016/02/10 02:15:00+00,2115,9PM,2,2,MOTOR VEHICLE,22,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,,,I 0065,I65 S EXIT127 OFF RAMP TO KY1065,I 0065,I65 S EXIT127 TRANSIT,WEDNESDAY,2016/02/10 12:49:00+00,749,7AM,3,3,MOTOR VEHICLE,36,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,0,,REDWOOD,,,,,WEDNESDAY,2016/02/10 17:48:00+00,1248,12PM,2,2,MOTOR VEHICLE,61,MALE,TRUE,FALSE,BLOWING SAND/SOIL/DIRT/SNOW,SNOW/SLUSH,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & GRADE,DAWN,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,WEDNESDAY,2016/02/10 21:48:00+00,1648,4PM,1,1,MOTOR VEHICLE,57,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
JEFFERSONTOWN POLICE DEPT,,,,MOSER,RD,METRO,PRIMARY COLLECTOR,0,,,,LINN STATION,,SILVERCREST,WEDNESDAY,2016/02/11 03:05:00+00,2205,10PM,2,2,MOTOR VEHICLE,32,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,S,28TH,ST,METRO,LOCAL,0,,WILSON,,,,,THURSDAY,2016/02/12 00:38:00+00,1938,7PM,2,1,MOTOR VEHICLE,22,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH TRAIN,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1934,,,GREENBELT,HWY,STATE,MAJOR ARTERIAL,0,,,,RIVERPORT,,LOGISTICS,THURSDAY,2016/02/12 01:59:00+00,2059,8PM,3,3,MOTOR VEHICLE,21,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0907,,,3RD,ST,STATE,MINOR ARTERIAL,0,,,,HERBERT,,WINDSOR PARK,SATURDAY,2016/02/13 20:58:00+00,1558,3PM,2,2,MOTOR VEHICLE,53,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0022,,,BROWNSBORO,RD,STATE,MINOR ARTERIAL,0,,,,,,,SATURDAY,2016/02/14 02:35:00+00,2135,9PM,2,2,MOTOR VEHICLE,27,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,9905,,DIXIE,HWY,PRIVATE,PARKING LOT,0,,,,,,,SUNDAY,2016/02/14 15:58:00+00,1058,10AM,2,2,MOTOR VEHICLE,24,FEMALE,TRUE,FALSE,BLOWING SAND/SOIL/DIRT/SNOW,ICE,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0042,,,BROWNSBORO,RD,STATE,MAJOR ARTERIAL,0,,JARVIS,,,,,SUNDAY,2016/02/14 20:45:00+00,1545,3PM,1,1,MOTOR VEHICLE,57,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1631,,,CRITTENDEN,DR,STATE,MINOR ARTERIAL,0,,,,PHILLIPS,,SIOUX,MONDAY,2016/02/15 19:11:00+00,1411,2PM,1,1,MOTOR VEHICLE,81,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1020,,,SOUTHERN,PKWY,STATE,MINOR ARTERIAL,0,I 0264,I264 E EXIT10 OFF RAMP TO KY1020,,,,,MONDAY,2016/02/15 20:37:00+00,1537,3PM,2,2,MOTOR VEHICLE,22,FEMALE,TRUE,FALSE,CLOUDY,WET,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1230,11000,,LOWER RIVER,RD,STATE,PRIMARY COLLECTOR,0,,,,,,,TUESDAY,2016/02/16 17:53:00+00,1253,12PM,1,1,MOTOR VEHICLE,46,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
JEFFERSONTOWN POLICE DEPT,KY0155,,,TAYLORSVILLE,RD,STATE,MAJOR ARTERIAL,0,,,,SALSMAN,,STONY BROOK,WEDNESDAY,2016/02/17 09:20:00+00,420,4AM,2,1,PEDESTRIAN,55,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,OAK,ST,METRO,MINOR ARTERIAL,0,KY1020,3RD,,,,,WEDNESDAY,2016/02/17 18:31:00+00,1331,1PM,2,1,PEDESTRIAN,33,MALE,TRUE,FALSE,CLOUDY,WET,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE
ST. MATTHEWS POLICE DEPARTMENT,,291,N,HUBBARDS,LN,METRO,MINOR ARTERIAL,0,,,,,,,THURSDAY,2016/02/18 18:35:00+00,1335,1PM,2,2,MOTOR VEHICLE,52,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1934,,,CANE RUN,RD,STATE,MAJOR ARTERIAL,0,,NEW LYNNVIEW,,,,,THURSDAY,2016/02/18 19:45:00+00,1445,2PM,2,2,MOTOR VEHICLE,90,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,830,,PHILLIPS,LN,METRO,MINOR ARTERIAL,0,,,,,,,THURSDAY,2016/02/18 22:25:00+00,1725,5PM,2,2,MOTOR VEHICLE,21,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,0,,,,INDIAN,,RANGELAND,FRIDAY,2016/02/19 14:22:00+00,922,9AM,2,2,MOTOR VEHICLE,81,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,0,,,,INDIAN,,RANGELAND,FRIDAY,2016/02/19 14:22:00+00,922,9AM,2,2,MOTOR VEHICLE,44,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,,,I 0065,I65 N EXIT132 ON RAMP FROM CRITTENDEN DR,I 0065,I65 N EXIT133A OFF RAMP TO EASTERN PKWY,FRIDAY,2016/02/19 15:41:00+00,1041,10AM,2,2,MOTOR VEHICLE,35,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0155,4220,,TAYLORSVILLE,RD,STATE,MAJOR ARTERIAL,0,,,,,,,FRIDAY,2016/02/20 03:26:00+00,2226,10PM,2,1,PEDESTRIAN,31,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,PAGES,,STEPHAN,SATURDAY,2016/02/20 20:40:00+00,1540,3PM,5,5,MOTORCYCLE,63,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1931,,,MANSLICK,RD,STATE,MINOR ARTERIAL,0,,,,NICHOLS,,ELDERWOOD,SATURDAY,2016/02/21 04:30:00+00,2330,11PM,2,2,MOTOR VEHICLE,29,FEMALE,TRUE,FALSE,CLEAR,DRY,TRUE,HEAD-ON COLLISION,HEAD ON,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,PHILLIPS,,,,,SUNDAY,2016/02/21 09:15:00+00,415,4AM,2,1,PEDESTRIAN,38,MALE,TRUE,FALSE,RAINING,WET,TRUE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,BLANTON,LN,METRO,PRIMARY COLLECTOR,0,US0031W,DIXIE,,,,,MONDAY,2016/02/22 11:34:00+00,634,6AM,3,3,MOTOR VEHICLE,66,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAWN,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,BLANTON,LN,METRO,PRIMARY COLLECTOR,0,US0031W,DIXIE,,,,,MONDAY,2016/02/22 11:34:00+00,634,6AM,3,3,MOTOR VEHICLE,22,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAWN,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,0,,,,,,,TUESDAY,2016/04/19 09:28:00+00,528,5AM,2,2,MOTORCYCLE,22,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,N,26TH,ST,METRO,MINOR ARTERIAL,0,KY3082,BANK,,,,,TUESDAY,2016/04/19 17:00:00+00,1300,1PM,2,2,MOTORCYCLE,22,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,DIXIE GARDEN,,,,,TUESDAY,2016/04/19 18:14:00+00,1414,2PM,2,2,MOTOR VEHICLE,50,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1020,,,NATIONAL,TPKE,STATE,MINOR ARTERIAL,0,,,,,,,TUESDAY,2016/04/19 20:35:00+00,1635,4PM,1,1,MOTOR VEHICLE,18,FEMALE,FALSE,TRUE,CLEAR,DRY,TRUE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1934,,,CANE RUN,RD,STATE,MINOR ARTERIAL,0,,,,,,,TUESDAY,2016/04/19 20:50:00+00,1650,4PM,1,1,MOTOR VEHICLE,17,FEMALE,FALSE,TRUE,CLEAR,DRY,TRUE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,500,,CANDLELIGHT,LN,METRO,LOCAL,0,,,,,,,TUESDAY,2016/04/19 22:08:00+00,1808,6PM,1,1,MOTOR VEHICLE,17,MALE,TRUE,FALSE,CLEAR,DRY,TRUE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,WEDNESDAY,2016/04/21 01:35:00+00,2135,9PM,2,1,PEDESTRIAN,27,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,BROOKRIDGE VILLAGE,,,,,THURSDAY,2016/04/21 14:57:00+00,1057,10AM,4,2,PEDESTRIAN,31,MALE,TRUE,FALSE,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,REAR END,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,THURSDAY,2016/04/21 19:15:00+00,1515,3PM,2,2,MOTORCYCLE,55,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,THURSDAY,2016/04/21 19:15:00+00,1515,3PM,7,7,MOTOR VEHICLE,42,FEMALE,TRUE,FALSE,RAINING,WET,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY3082,,,BANK,ST,STATE,MINOR ARTERIAL,0,,,,,,,THURSDAY,2016/04/21 23:15:00+00,1915,7PM,7,7,MOTOR VEHICLE,48,MALE,TRUE,FALSE,RAINING,WET,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,,,DEL MARIA,KY1747,HURSTBOURNE,FRIDAY,2016/04/23 02:20:00+00,2220,10PM,1,1,MOTORCYCLE,27,MALE,FALSE,TRUE,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0060,,,FRANKFORT,AVE,STATE,MAJOR ARTERIAL,0,US0060A,LEXINGTON,,,,,FRIDAY,2016/04/23 02:28:00+00,2228,10PM,1,1,MOTOR SCOOTER,15,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0060A,,,LEXINGTON,RD,STATE,MINOR ARTERIAL,0,,,,ALTAGATE,,RAINBOW,SATURDAY,2016/04/23 22:01:00+00,1801,6PM,2,1,PEDESTRIAN,17,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0060A,,,LEXINGTON,RD,STATE,MINOR ARTERIAL,0,,,,ALTAGATE,,RAINBOW,SATURDAY,2016/04/23 22:01:00+00,1801,6PM,1,1,MOTOR VEHICLE,24,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,SIX MILE,LN,METRO,PRIMARY COLLECTOR,0,,,,CRAWFORD,,GLEN OAK,SATURDAY,2016/04/23 23:42:00+00,1942,7PM,1,1,MOTOR VEHICLE,25,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1934,,,CANE RUN,RD,STATE,MAJOR ARTERIAL,0,,,,,,,SATURDAY,2016/04/24 03:50:00+00,2350,11PM,2,2,MOTORCYCLE,45,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0265,,,I-265,,FEDERAL,INTERSTATE,0,,,,,,,TUESDAY,2016/04/26 05:47:00+00,147,1AM,1,1,MOTOR VEHICLE,62,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1727,,,TERRY,RD,STATE,MINOR ARTERIAL,0,,,,RAGGARD,,RUTH,TUESDAY,2016/04/26 12:51:00+00,851,8AM,2,1,PEDESTRIAN,39,MALE,TRUE,FALSE,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,JEFFERSON,ST,METRO,MINOR ARTERIAL,0,,7TH,,,,,TUESDAY,2016/04/26 20:36:00+00,1636,4PM,2,2,MOTORCYCLE,51,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1020,,,SOUTHERN,PKWY,STATE,MINOR ARTERIAL,0,,WELLINGTON,,,,,TUESDAY,2016/04/27 00:47:00+00,2047,8PM,1,1,MOTOR VEHICLE,23,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,5901,,DUTCHMANS,LN,PRIVATE,PARKING LOT,0,,,,,,,WEDNESDAY,2016/04/27 16:58:00+00,1258,12PM,2,2,MOTOR VEHICLE,51,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
